Frognerseteren Voksenkollen Lillevann Skogen Voksenlia Holmenkollen Besserud Midtstuen Skaadalen Vettakollen Gulleraasen Graakammen Slemdal Ris Gaustad Vinderen Steinerud Froen Majorstuen Nationaltheatret Stortinget Jernbanetorget Gronland Toyen Ensjo Helsfyr Brynseng Hoyenhall Manglerud Ryen Brattlikollen Karlsrud Lambertseter Munkelia Bergkrystallen
Osteraas Lijordet Eiksmarka Ekraveien Roa Hovseter Holmen Makrellbekken Smestad Borgen Majorstuen Nationaltheatret Stortinget Jernbanetorget Gronland Toyen Ensjo Helsfyr Brynseng Hellerud Tveita Haugerud Trosterud Lindeberg Furuset Ellingsrudaasen
Kolsaas Hauger Gjettum Avlos Haslum Gjonnes Bekkestua Ringstabekk Jar Bjornsletta AAsjordet Ullernaasen Montebello Smestad Borgen Majorstuen Nationaltheatret Stortinget Jernbanetorget Gronland Toyen Ensjo Helsfyr Brynseng Hellerud Godlia Skoyenaasen Oppsal Ulsrud Boler Bogerud Skullerud Mortensrud
Vestli Stovner Rommen Romsaas Grorud Ammerud Kalbakken Rodtvet Veitvet Linderud Vollebekk Rislokka Okern Loren Sinsen Storo Nydalen Ullevaal Forskningsparken Blindern Majorstuen Nationaltheatret Stortinget Jernbanetorget Gronland Toyen Ensjo Helsfyr Brynseng Hoyenhall Manglerud Ryen Brattlikollen Karlsrud Lambertseter Munkelia Bergkrystallen
Sognsvann Kringsjaa Holstein Osthorn Taasen Berg Ullevaal Forskningsparken Blindern Majorstuen Nationaltheatret Stortinget Jernbanetorget Gronland Toyen Carl-Berners Sinsen Storo
Storo Nydalen Ullevaal Forskningsparken Blindern Majorstuen Nationaltheatret Stortinget Jernbanetorget Gronland Toyen Carl-Berners Hasle Okern Rislokka Vollebekk Linderud Veitvet Rodtvet Kalbakken Ammerud Grorud Romsaas Rommen Stovner Vestli
